filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
./contracts/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746818646.1756573,581.9502675533295,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
./contracts/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746651567.524864,591.8803267478943,0,"{Assertion_Failure,Unhandled_Exception}",{},{},{}
./contracts/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746590217.8742054,592.3405976295471,0,{Unhandled_Exception},{},{},{}
./contracts/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746683834.3415647,582.3438322544098,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,0x524960d55174d912768678d8c606b4d50b79d7b1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746685162.378314,593.2742784023285,0,{Unhandled_Exception},{},{},{}
./contracts/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746727752.8238342,591.9272022247314,0,{Unhandled_Exception},{},{},{}
./contracts/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,0x561eac93c92360949ab1f1403323e6db345cbf31.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746724040.5621285,583.7979876995087,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
./contracts/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746635536.0367105,592.3665482997894,0,"{Leaking_Ether,Unhandled_Exception}",{},{},{}
./contracts/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746594341.9939826,591.9821770191193,0,{Unhandled_Exception},{},{},{}
./contracts/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746593769.8551447,572.1355588436127,0,"{Integer_Overflow,Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,0x663e4229142a27f00bafb5d087e1e730648314c3.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746811366.2581666,2.690117120742798,254,{},{},"{EXIT_CODE_254,Problem while deploying contract ClockAuction using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
./contracts/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746589582.8212337,591.7022006511688,0,{Unhandled_Exception},{},{},{}
./contracts/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746748029.512785,582.6136412620544,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746758190.9965672,591.8960523605347,0,{Unhandled_Exception},{},{},{}
./contracts/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746636131.3071425,591.6074917316437,0,{Unhandled_Exception},{},{},{}
./contracts/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746710144.1420941,582.210476398468,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746623413.6005368,582.8183994293213,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746810724.3133156,592.1066241264343,0,{Unhandled_Exception},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
./contracts/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746584567.480072,591.8469173908234,0,{Unhandled_Exception},{},{},{}
./contracts/0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746630642.2137141,584.7794463634491,0,"{Assertion_Failure,Unhandled_Exception}",{},{},{}
./contracts/0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746587340.6777523,400.5128138065338,139,{},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{DOCKER_SEGV}
./contracts/0x8c7777c45481dba411450c228cb692ac3d550344.sol,0x8c7777c45481dba411450c228cb692ac3d550344.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746670010.915898,581.976879119873,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746752627.4216607,572.320817232132,0,"{Reentrancy,Unhandled_Exception}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
./contracts/0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746638651.7180738,582.1299068927765,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746670833.9541745,581.8441941738129,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,0x958a8f594101d2c0485a52319f29b2647f2ebc06.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746656159.9642847,582.339720249176,0,"{Assertion_Failure,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746613846.6586773,581.8066446781158,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746690738.278309,592.6649467945099,0,"{Assertion_Failure,Unhandled_Exception}",{},{},{}
./contracts/0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,0xa1fceeff3acc57d257b917e30c4df661401d6431.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746712289.1672497,592.1277406215668,0,{Unhandled_Exception},{},{},{}
./contracts/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746773905.4620237,591.9038600921631,0,"{Assertion_Failure,Unhandled_Exception}",{},{},{}
./contracts/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746627961.5199497,581.9441876411438,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
./contracts/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746625020.3169165,382.1295838356018,0,"{Arbitrary_Memory_Access,Assertion_Failure,Unhandled_Exception}",{},{},{}
./contracts/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746735479.7396448,582.9331619739532,0,{Unhandled_Exception},{},{},{}
./contracts/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746783503.664192,591.7383606433868,0,{Unhandled_Exception},{},{},{}
./contracts/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746752001.375751,583.3223648071289,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746772118.338393,591.8544607162476,0,"{Arbitrary_Memory_Access,Assertion_Failure,Integer_Overflow,Leaking_Ether,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746642287.9355154,591.9832048416138,0,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746654751.7758818,582.5438520908356,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xbaa3de6504690efb064420d89e871c27065cdd52.sol,0xbaa3de6504690efb064420d89e871c27065cdd52.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746600382.5468442,581.8959622383118,0,"{Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746585943.5815775,581.9090588092804,0,"{Assertion_Failure,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746746064.0726001,582.2251884937286,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746618454.6912582,582.019552230835,0,"{Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746672476.190177,581.7755739688873,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746749580.7733297,592.7317254543304,0,{Unhandled_Exception},{},{},{}
./contracts/0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746703607.5082915,592.2245857715607,0,{Unhandled_Exception},{},{},{}
./contracts/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746693677.0754108,591.7873537540436,0,{Unhandled_Exception},{},{},{}
./contracts/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746650351.5195909,610.9529778957367,,{},{},{},{DOCKER_TIMEOUT}
./contracts/0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746695448.5498857,591.7637214660645,0,{Unhandled_Exception},{},{},{}
./contracts/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746763856.222798,592.3939032554626,0,{Unhandled_Exception},{},{},{}
./contracts/0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,0xe894d54dca59cb53fe9cbc5155093605c7068220.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746664047.6715615,592.2028195858002,0,{Unhandled_Exception},{},{},{}
./contracts/0xec329ffc97d75fe03428ae155fc7793431487f63.sol,0xec329ffc97d75fe03428ae155fc7793431487f63.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746738487.999574,582.1582188606262,0,"{Assertion_Failure,Leaking_Ether,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746821861.0603101,582.5433344841003,0,"{Assertion_Failure,Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/0xf2570186500a46986f3139f65afedc2afe4f445d.sol,0xf2570186500a46986f3139f65afedc2afe4f445d.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746669417.2255242,593.688604593277,0,{Unhandled_Exception},{},{},{}
./contracts/0xf29ebe930a539a60279ace72c707cba851a57707.sol,0xf29ebe930a539a60279ace72c707cba851a57707.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746731823.3957665,593.1331725120544,0,{Unhandled_Exception},{},{},{}
./contracts/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746629885.4836183,591.615510225296,0,{Unhandled_Exception},{},{},{}
./contracts/BECToken.sol,BECToken.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746697451.971228,452.57724380493164,0,{Integer_Overflow},{},{},{}
./contracts/ERC20.sol,ERC20.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746691957.309556,292.13281989097595,0,{},{},{},{}
./contracts/FibonacciBalance.sol,FibonacciBalance.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746596344.8901906,584.4063138961792,0,{Integer_Overflow},{},{},{}
./contracts/FindThisHash.sol,FindThisHash.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746621994.9074295,592.1719017028809,0,{},{},{},{}
./contracts/arbitrary_location_write_simple.sol,arbitrary_location_write_simple.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746679632.095406,591.8504414558411,0,{Arbitrary_Memory_Access},{},{},{}
./contracts/auction.sol,auction.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746813049.1378014,593.3884508609772,0,{},{},{},{}
./contracts/blackjack.sol,blackjack.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746734962.513127,1.5912909507751465,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xd0 in position 1547: ordinal not in range(128))}
./contracts/crypto_roulette.sol,crypto_roulette.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746666280.4840584,591.7607729434967,0,"{Assertion_Failure,Block_Dependency}",{},{},{}
./contracts/dos_address.sol,dos_address.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746788600.059002,592.0441389083862,0,{},{},{},{}
./contracts/dos_number.sol,dos_number.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746810082.8879747,597.4845356941223,0,{},{},{},{}
./contracts/dos_simple.sol,dos_simple.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746745471.958838,592.1116781234741,0,{},{},{},{}
./contracts/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746747226.5733426,592.3062274456024,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
./contracts/ether_lotto.sol,ether_lotto.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746800306.7061164,591.5419900417328,0,"{Assertion_Failure,Block_Dependency,Transaction_Order_Dependency}",{},{},{}
./contracts/etheraffle.sol,etheraffle.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746606745.7324119,593.4283952713013,0,"{Integer_Overflow,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/etherbank.sol,etherbank.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746690038.3492825,591.8305282592773,0,"{Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/etherpot_lotto.sol,etherpot_lotto.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746641042.1268775,592.2397384643555,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow}",{},{},{}
./contracts/etherstore.sol,etherstore.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746718895.9294007,591.9301319122314,0,"{Block_Dependency,Reentrancy,Transaction_Order_Dependency}",{},{},{}
./contracts/governmental_survey.sol,governmental_survey.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746708559.3015401,291.708931684494,254,{},{},"{EXIT_CODE_254,Problem while deploying contract Governmental using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
./contracts/guess_the_random_number.sol,guess_the_random_number.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746635442.1308358,1.5137989521026611,254,{},{},"{EXIT_CODE_254,Problem while deploying contract GuessTheRandomNumberChallenge using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
./contracts/incorrect_constructor_name1.sol,incorrect_constructor_name1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746751399.4134781,592.7355473041534,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
./contracts/incorrect_constructor_name2.sol,incorrect_constructor_name2.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746587741.1922405,591.7927896976471,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
./contracts/incorrect_constructor_name3.sol,incorrect_constructor_name3.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746787080.0751894,591.7307295799255,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
./contracts/insecure_transfer.sol,insecure_transfer.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746732481.3017983,591.7458062171936,0,{},{},{},{}
./contracts/integer_overflow_1.sol,integer_overflow_1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746605370.2312107,591.9171860218048,0,{Integer_Overflow},{},{},{}
./contracts/integer_overflow_add.sol,integer_overflow_add.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746739074.9136338,591.8024530410767,0,{Integer_Overflow},{},{},{}
./contracts/integer_overflow_benign_1.sol,integer_overflow_benign_1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746650964.727513,593.3539249897003,0,{},{},{},{}
./contracts/integer_overflow_mapping_sym_1.sol,integer_overflow_mapping_sym_1.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746719612.2013297,592.0429396629333,0,"{Arbitrary_Memory_Access,Integer_Overflow}",{},{},{}
./contracts/integer_overflow_minimal.sol,integer_overflow_minimal.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746610261.5298777,592.2541131973267,0,{Integer_Overflow},{},{},{}
./contracts/integer_overflow_mul.sol,integer_overflow_mul.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746720828.5288374,592.1090497970581,0,{Integer_Overflow},{},{},{}
./contracts/integer_overflow_multitx_multifunc_feasible.sol,integer_overflow_multitx_multifunc_feasible.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746640276.2594817,591.9105463027954,0,{Integer_Overflow},{},{},{}
./contracts/integer_overflow_multitx_onefunc_feasible.sol,integer_overflow_multitx_onefunc_feasible.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746797595.7583191,592.1853635311127,0,{Integer_Overflow},{},{},{}
./contracts/king_of_the_ether_throne.sol,king_of_the_ether_throne.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746717157.4277155,592.2059569358826,0,"{Assertion_Failure,Leaking_Ether,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
./contracts/list_dos.sol,list_dos.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746605979.0438766,591.932868719101,0,"{Assertion_Failure,Block_Dependency,Unhandled_Exception}",{},{},{}
./contracts/lottery.sol,lottery.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746817996.372682,591.8569102287292,0,"{Block_Dependency,Transaction_Order_Dependency}",{},{},{}
./contracts/lotto.sol,lotto.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746673738.5481157,592.0031633377075,0,"{Leaking_Ether,Unhandled_Exception}",{},{},{}
./contracts/lottopollo.sol,lottopollo.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746609065.7979527,591.7950325012207,0,{Block_Dependency},{},{},{}
./contracts/lucky_doubler.sol,lucky_doubler.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746814915.3221645,591.7387018203735,0,{Unhandled_Exception},{},{},{}
./contracts/mapping_write.sol,mapping_write.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746684416.6877635,591.6187477111816,0,"{Arbitrary_Memory_Access,Assertion_Failure,Integer_Overflow}",{},{},{}
./contracts/mishandled.sol,mishandled.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746696042.4167864,592.1478819847107,0,{Unhandled_Exception},{},{},{}
./contracts/modifier_reentrancy.sol,modifier_reentrancy.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746667293.1141784,573.5105073451996,0,{Reentrancy},{},{},{}
./contracts/multiowned_vulnerable.sol,multiowned_vulnerable.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746793280.6584368,581.9957296848297,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
./contracts/mycontract.sol,mycontract.sol,confuzzius,solidity,2022/12/31,20250507_0127,1746612218.8752637,592.8049964904785,0,{},{},{},{}
